hold_id,student_id,hold_type,hold_created_date,hold_removed_date,status,days_to_resolve
9268,3166,Disciplinary,2023-09-30,2023-10-04,Resolved,4.0
9269,3167,Disciplinary,2023-09-18,2023-09-29,Resolved,11.0
9270,3168,Academic Advising,2023-09-14,2023-09-18,Resolved,4.0
9271,3168,Transcript,2023-09-12,2023-09-14,Resolved,2.0
9272,3169,Disciplinary,2023-10-21,2023-11-11,Resolved,21.0
9273,3169,Academic Advising,2023-10-09,2023-10-28,Resolved,19.0
9274,3172,Transcript,2023-09-13,,Active,
9275,3172,Disciplinary,2023-10-07,2023-11-02,Resolved,26.0
9276,3178,Transcript,2023-09-18,2023-10-16,Resolved,28.0
9277,3182,Financial,2023-10-03,2023-10-11,Resolved,8.0
9278,3186,Transcript,2023-10-11,2023-10-30,Resolved,19.0
9279,3186,Immunization,2023-09-26,2023-10-08,Resolved,12.0
9280,3187,Academic Advising,2023-10-21,2023-11-14,Resolved,24.0
9281,3191,Immunization,2023-10-21,2023-10-29,Resolved,8.0
9282,3194,Financial,2023-10-04,2023-10-22,Resolved,18.0
9283,3196,Immunization,2023-09-24,2023-10-09,Resolved,15.0
9284,3202,Academic Advising,2023-09-14,2023-10-10,Resolved,26.0
9285,3204,Immunization,2023-09-13,2023-10-08,Resolved,25.0
9286,3206,Academic Advising,2023-10-27,2023-10-29,Resolved,2.0
9287,3206,Financial,2023-09-26,2023-10-18,Resolved,22.0
9288,3209,Transcript,2023-09-29,2023-10-17,Resolved,18.0
9289,3210,Academic Advising,2023-10-14,2023-11-10,Resolved,27.0
9290,3211,Disciplinary,2023-09-06,,Active,
9291,3212,Disciplinary,2023-10-29,2023-11-23,Resolved,25.0
9292,3212,Disciplinary,2023-10-28,2023-11-24,Resolved,27.0
9293,3215,Academic Advising,2023-09-16,2023-10-14,Resolved,28.0
9294,3215,Immunization,2023-09-27,2023-10-03,Resolved,6.0
9295,3217,Disciplinary,2023-09-16,2023-10-04,Resolved,18.0
9296,3218,Financial,2023-10-05,,Active,
9297,3221,Transcript,2023-09-24,2023-09-27,Resolved,3.0
9298,3221,Academic Advising,2023-09-30,,Active,
9299,3222,Disciplinary,2023-09-19,2023-10-18,Resolved,29.0
9300,3222,Academic Advising,2023-10-09,,Active,
9301,3223,Transcript,2023-10-08,2023-10-26,Resolved,18.0
9302,3225,Immunization,2023-10-22,2023-11-08,Resolved,17.0
9303,3227,Disciplinary,2023-09-22,,Active,
9304,3227,Immunization,2023-10-24,2023-11-13,Resolved,20.0
9305,3228,Disciplinary,2023-09-26,2023-10-10,Resolved,14.0
9306,3228,Transcript,2023-09-07,2023-09-17,Resolved,10.0
9307,3232,Academic Advising,2023-09-16,2023-09-24,Resolved,8.0
9308,3233,Disciplinary,2023-09-17,2023-09-23,Resolved,6.0
9309,3233,Academic Advising,2023-10-29,,Active,
9310,3235,Disciplinary,2023-10-23,2023-11-10,Resolved,18.0
9311,3235,Immunization,2023-09-12,2023-09-17,Resolved,5.0
9312,3237,Academic Advising,2023-10-24,2023-10-30,Resolved,6.0
9313,3237,Financial,2023-09-09,2023-09-24,Resolved,15.0
9314,3239,Transcript,2023-09-08,2023-10-06,Resolved,28.0
9315,3239,Transcript,2023-10-09,2023-10-29,Resolved,20.0
9316,3240,Academic Advising,2023-10-20,2023-11-07,Resolved,18.0
9317,3240,Immunization,2023-09-04,2023-10-01,Resolved,27.0
9318,3241,Disciplinary,2023-09-26,2023-10-09,Resolved,13.0
9319,3245,Transcript,2023-10-29,2023-11-08,Resolved,10.0
9320,3245,Financial,2023-09-07,2023-09-24,Resolved,17.0
9321,3246,Transcript,2023-10-09,2023-11-05,Resolved,27.0
9322,3246,Academic Advising,2023-10-30,2023-11-18,Resolved,19.0
9323,3253,Academic Advising,2023-09-27,,Active,
9324,3254,Academic Advising,2023-09-06,2023-09-12,Resolved,6.0
9325,3255,Transcript,2023-09-27,2023-10-13,Resolved,16.0
9326,3255,Immunization,2023-09-27,2023-09-30,Resolved,3.0
9327,3259,Disciplinary,2023-10-06,2023-10-12,Resolved,6.0
9328,3259,Transcript,2023-10-26,2023-10-29,Resolved,3.0
9329,3260,Financial,2023-10-01,,Active,
9330,3262,Disciplinary,2023-10-22,,Active,
9331,3263,Academic Advising,2023-10-11,2023-10-26,Resolved,15.0
9332,3263,Transcript,2023-09-09,2023-09-14,Resolved,5.0
9333,3264,Immunization,2023-10-18,2023-10-21,Resolved,3.0
9334,3265,Financial,2023-09-28,2023-10-01,Resolved,3.0
9335,3266,Disciplinary,2023-10-02,2023-10-08,Resolved,6.0
9336,3274,Transcript,2023-09-26,2023-10-11,Resolved,15.0
9337,3274,Disciplinary,2023-10-14,,Active,
9338,3275,Academic Advising,2023-09-06,2023-09-09,Resolved,3.0
9339,3275,Disciplinary,2023-09-19,2023-09-29,Resolved,10.0
9340,3276,Disciplinary,2023-09-01,2023-09-02,Resolved,1.0
9341,3278,Transcript,2023-09-14,2023-09-20,Resolved,6.0
9342,3280,Financial,2023-09-20,2023-10-06,Resolved,16.0
9343,3280,Transcript,2023-10-04,2023-10-05,Resolved,1.0
9344,3281,Transcript,2023-10-04,,Active,
9345,3282,Disciplinary,2023-10-07,2023-11-01,Resolved,25.0
9346,3282,Transcript,2023-10-23,2023-11-16,Resolved,24.0
9347,3283,Disciplinary,2023-09-05,2023-09-21,Resolved,16.0
9348,3285,Disciplinary,2023-09-26,2023-10-18,Resolved,22.0
9349,3285,Disciplinary,2023-10-13,2023-11-03,Resolved,21.0
9350,3287,Transcript,2023-09-03,2023-09-21,Resolved,18.0
9351,3288,Disciplinary,2023-09-13,,Active,
9352,3289,Academic Advising,2023-09-15,2023-09-20,Resolved,5.0
9353,3292,Financial,2023-09-22,2023-10-14,Resolved,22.0
9354,3293,Disciplinary,2023-09-10,2023-09-25,Resolved,15.0
9355,3295,Immunization,2023-10-27,2023-11-07,Resolved,11.0
9356,3295,Disciplinary,2023-09-22,,Active,
9357,3297,Financial,2023-09-08,2023-10-04,Resolved,26.0
9358,3298,Disciplinary,2023-09-23,2023-09-28,Resolved,5.0
9359,3301,Disciplinary,2023-09-06,2023-09-26,Resolved,20.0
9360,3303,Financial,2023-10-01,2023-10-27,Resolved,26.0
9361,3304,Financial,2023-09-16,2023-10-14,Resolved,28.0
9362,3304,Financial,2023-10-21,2023-11-18,Resolved,28.0
9363,3306,Transcript,2023-09-20,2023-09-29,Resolved,9.0
9364,3306,Transcript,2023-10-07,2023-10-13,Resolved,6.0
9365,3307,Financial,2023-10-15,2023-11-02,Resolved,18.0
9366,3307,Immunization,2023-10-22,2023-10-27,Resolved,5.0
9367,3309,Academic Advising,2023-10-28,2023-10-31,Resolved,3.0
9368,3312,Financial,2023-10-29,2023-11-25,Resolved,27.0
9369,3313,Disciplinary,2023-09-04,2023-09-19,Resolved,15.0
9370,3314,Transcript,2023-09-03,2023-09-26,Resolved,23.0
9371,3321,Financial,2023-09-09,2023-09-21,Resolved,12.0
9372,3321,Academic Advising,2023-10-05,2023-10-26,Resolved,21.0
9373,3323,Immunization,2023-09-03,2023-09-27,Resolved,24.0
9374,3324,Transcript,2023-09-13,2023-09-26,Resolved,13.0
9375,3324,Academic Advising,2023-10-04,2023-10-25,Resolved,21.0
9376,3329,Academic Advising,2023-10-13,2023-11-10,Resolved,28.0
9377,3329,Immunization,2023-09-14,2023-10-02,Resolved,18.0
9378,3332,Immunization,2023-10-03,2023-10-22,Resolved,19.0
9379,3333,Transcript,2023-09-29,2023-10-07,Resolved,8.0
9380,3335,Financial,2023-09-01,2023-09-07,Resolved,6.0
9381,3338,Transcript,2023-10-23,2023-11-20,Resolved,28.0
9382,3344,Disciplinary,2023-09-24,,Active,
9383,3346,Disciplinary,2023-09-22,2023-10-12,Resolved,20.0
9384,3346,Disciplinary,2023-10-10,,Active,
9385,3349,Financial,2023-10-11,2023-10-28,Resolved,17.0
9386,3349,Transcript,2023-09-29,2023-10-28,Resolved,29.0
9387,3350,Immunization,2023-09-24,2023-10-01,Resolved,7.0
9388,3350,Financial,2023-10-19,2023-10-20,Resolved,1.0
9389,3353,Academic Advising,2023-09-18,2023-09-27,Resolved,9.0
9390,3353,Disciplinary,2023-09-01,2023-09-08,Resolved,7.0
9391,3354,Academic Advising,2023-09-03,2023-09-07,Resolved,4.0
9392,3354,Immunization,2023-10-21,2023-11-15,Resolved,25.0
9393,3361,Transcript,2023-10-26,2023-10-27,Resolved,1.0
9394,3361,Disciplinary,2023-09-06,2023-09-23,Resolved,17.0
9395,3362,Disciplinary,2023-10-14,2023-10-15,Resolved,1.0
9396,3364,Transcript,2023-09-27,2023-10-22,Resolved,25.0
9397,3366,Academic Advising,2023-09-18,2023-09-27,Resolved,9.0
9398,3366,Disciplinary,2023-09-30,2023-10-20,Resolved,20.0
9399,3372,Disciplinary,2023-10-12,2023-10-14,Resolved,2.0
9400,3380,Transcript,2023-10-20,2023-11-08,Resolved,19.0
9401,3382,Disciplinary,2023-09-05,2023-09-13,Resolved,8.0
9402,3382,Immunization,2023-10-26,2023-11-24,Resolved,29.0
9403,3389,Disciplinary,2023-10-09,2023-10-22,Resolved,13.0
9404,3393,Financial,2023-09-19,2023-09-22,Resolved,3.0
9405,3393,Academic Advising,2023-10-08,2023-10-27,Resolved,19.0
9406,3394,Transcript,2023-10-21,2023-10-28,Resolved,7.0
9407,3394,Transcript,2023-10-23,2023-11-06,Resolved,14.0
9408,3397,Transcript,2023-10-02,2023-10-16,Resolved,14.0
9409,3399,Financial,2023-10-01,2023-10-23,Resolved,22.0
9410,3399,Disciplinary,2023-10-01,2023-10-16,Resolved,15.0
9411,3401,Disciplinary,2023-09-17,,Active,
9412,3401,Disciplinary,2023-10-07,2023-10-26,Resolved,19.0
9413,3402,Transcript,2023-10-04,2023-10-21,Resolved,17.0
9414,3402,Financial,2023-10-07,2023-11-02,Resolved,26.0
9415,3403,Transcript,2023-10-25,2023-11-07,Resolved,13.0
9416,3403,Transcript,2023-10-13,2023-10-31,Resolved,18.0
9417,3404,Transcript,2023-10-17,2023-10-21,Resolved,4.0
9418,3409,Transcript,2023-10-15,2023-10-24,Resolved,9.0
9419,3409,Academic Advising,2023-10-22,2023-11-18,Resolved,27.0
9420,3411,Disciplinary,2023-10-28,2023-11-09,Resolved,12.0
9421,3411,Academic Advising,2023-10-09,2023-10-23,Resolved,14.0
9422,3412,Transcript,2023-09-08,2023-09-27,Resolved,19.0
9423,3416,Immunization,2023-09-05,2023-09-27,Resolved,22.0
9424,3418,Academic Advising,2023-09-15,2023-09-17,Resolved,2.0
9425,3419,Academic Advising,2023-09-22,2023-10-08,Resolved,16.0
9426,3424,Immunization,2023-10-17,,Active,
9427,3425,Disciplinary,2023-10-04,2023-10-17,Resolved,13.0
9428,3425,Academic Advising,2023-09-20,,Active,
9429,3429,Immunization,2023-09-06,2023-09-07,Resolved,1.0
9430,3433,Academic Advising,2023-10-03,,Active,
9431,3435,Academic Advising,2023-09-04,2023-09-09,Resolved,5.0
9432,3436,Immunization,2023-10-12,2023-10-15,Resolved,3.0
9433,3436,Immunization,2023-10-19,2023-10-29,Resolved,10.0
9434,3437,Financial,2023-09-28,2023-10-23,Resolved,25.0
9435,3440,Transcript,2023-09-20,2023-10-11,Resolved,21.0
9436,3441,Immunization,2023-10-22,2023-11-17,Resolved,26.0
9437,3443,Disciplinary,2023-10-27,2023-11-18,Resolved,22.0
9438,3451,Transcript,2023-09-10,2023-09-26,Resolved,16.0
9439,3455,Immunization,2023-09-01,2023-09-02,Resolved,1.0
9440,3458,Academic Advising,2023-09-26,2023-09-28,Resolved,2.0
9441,3459,Transcript,2023-09-20,2023-09-30,Resolved,10.0
9442,3459,Immunization,2023-09-28,2023-10-26,Resolved,28.0
9443,3462,Immunization,2023-10-18,2023-11-13,Resolved,26.0
9444,3463,Financial,2023-09-07,2023-09-27,Resolved,20.0
9445,3464,Financial,2023-10-21,2023-11-16,Resolved,26.0
9446,3466,Financial,2023-09-18,2023-09-26,Resolved,8.0
9447,3466,Disciplinary,2023-10-10,2023-11-01,Resolved,22.0
9448,3467,Academic Advising,2023-10-05,2023-10-12,Resolved,7.0
9449,3467,Immunization,2023-09-15,2023-09-26,Resolved,11.0
9450,3471,Academic Advising,2023-10-16,2023-11-03,Resolved,18.0
9451,3471,Immunization,2023-10-04,2023-10-08,Resolved,4.0
9452,3475,Disciplinary,2023-10-22,2023-11-09,Resolved,18.0
9453,3475,Immunization,2023-10-10,2023-11-08,Resolved,29.0
9454,3477,Academic Advising,2023-10-01,2023-10-16,Resolved,15.0
9455,3477,Immunization,2023-10-10,,Active,
9456,3480,Transcript,2023-09-28,2023-10-19,Resolved,21.0
9457,3480,Immunization,2023-10-03,2023-10-05,Resolved,2.0
9458,3482,Financial,2023-10-05,2023-10-23,Resolved,18.0
9459,3483,Disciplinary,2023-09-28,2023-10-18,Resolved,20.0
9460,3483,Transcript,2023-10-15,2023-11-04,Resolved,20.0
9461,3484,Transcript,2023-10-06,2023-10-28,Resolved,22.0
9462,3485,Disciplinary,2023-09-13,,Active,
9463,3485,Transcript,2023-10-09,2023-10-16,Resolved,7.0
9464,3486,Academic Advising,2023-09-12,2023-10-07,Resolved,25.0
9465,3489,Immunization,2023-10-24,,Active,
9466,3493,Academic Advising,2023-09-22,2023-10-13,Resolved,21.0
9467,3493,Financial,2023-09-12,2023-09-29,Resolved,17.0
9468,3500,Disciplinary,2023-09-19,2023-10-14,Resolved,25.0
9469,3500,Transcript,2023-09-17,2023-10-09,Resolved,22.0
9470,3501,Financial,2023-10-29,2023-11-13,Resolved,15.0
9471,3503,Academic Advising,2023-09-26,2023-10-08,Resolved,12.0
9472,3505,Transcript,2023-10-26,2023-10-29,Resolved,3.0
9473,3505,Immunization,2023-09-23,2023-10-03,Resolved,10.0
9474,3508,Immunization,2023-10-25,2023-11-20,Resolved,26.0
9475,3508,Financial,2023-10-22,2023-10-26,Resolved,4.0
9476,3509,Academic Advising,2023-09-21,,Active,
9477,3512,Transcript,2023-10-15,,Active,
9478,3512,Financial,2023-09-15,2023-10-06,Resolved,21.0
9479,3513,Transcript,2023-09-03,2023-09-27,Resolved,24.0
9480,3515,Academic Advising,2023-10-01,2023-10-22,Resolved,21.0
9481,3515,Financial,2023-09-22,2023-10-20,Resolved,28.0
9482,3516,Transcript,2023-10-29,2023-11-06,Resolved,8.0
9483,3516,Transcript,2023-09-22,2023-10-07,Resolved,15.0
9484,3522,Immunization,2023-09-28,2023-10-20,Resolved,22.0
9485,3522,Financial,2023-10-26,2023-11-18,Resolved,23.0
9486,3528,Disciplinary,2023-10-09,2023-10-26,Resolved,17.0
9487,3529,Disciplinary,2023-10-25,2023-11-01,Resolved,7.0
9488,3529,Transcript,2023-10-08,2023-10-29,Resolved,21.0
9489,3531,Transcript,2023-10-02,2023-10-25,Resolved,23.0
9490,3534,Transcript,2023-10-29,2023-11-01,Resolved,3.0
9491,3540,Immunization,2023-09-08,2023-09-13,Resolved,5.0
9492,3542,Immunization,2023-09-13,2023-09-23,Resolved,10.0
9493,3544,Financial,2023-09-30,2023-10-11,Resolved,11.0
9494,3544,Transcript,2023-10-11,2023-10-27,Resolved,16.0
9495,3549,Disciplinary,2023-09-15,2023-09-16,Resolved,1.0
9496,3550,Transcript,2023-10-30,,Active,
9497,3551,Disciplinary,2023-09-22,2023-10-19,Resolved,27.0
9498,3551,Immunization,2023-10-04,2023-10-16,Resolved,12.0
9499,3553,Transcript,2023-09-02,,Active,
9500,3553,Immunization,2023-10-22,2023-10-28,Resolved,6.0
9501,3554,Immunization,2023-09-17,2023-09-20,Resolved,3.0
9502,3554,Transcript,2023-10-27,2023-11-06,Resolved,10.0
9503,3555,Disciplinary,2023-10-22,2023-11-14,Resolved,23.0
9504,3555,Disciplinary,2023-09-29,2023-10-24,Resolved,25.0
9505,3564,Immunization,2023-09-17,2023-09-25,Resolved,8.0
9506,3564,Academic Advising,2023-09-07,2023-09-30,Resolved,23.0
9507,3565,Immunization,2023-09-02,2023-09-21,Resolved,19.0
9508,3567,Transcript,2023-09-25,2023-10-06,Resolved,11.0
9509,3567,Immunization,2023-09-02,2023-09-14,Resolved,12.0
9510,3576,Financial,2023-10-08,2023-10-20,Resolved,12.0
9511,3579,Financial,2023-10-07,2023-10-29,Resolved,22.0
9512,3579,Financial,2023-10-18,2023-10-30,Resolved,12.0
9513,3582,Academic Advising,2023-09-16,2023-09-17,Resolved,1.0
9514,3583,Academic Advising,2023-10-15,2023-10-31,Resolved,16.0
9515,3583,Financial,2023-10-21,2023-10-25,Resolved,4.0
9516,3584,Immunization,2023-10-04,,Active,
9517,3584,Transcript,2023-10-26,2023-11-21,Resolved,26.0
9518,3586,Immunization,2023-10-20,2023-10-25,Resolved,5.0
9519,3588,Financial,2023-09-12,2023-10-01,Resolved,19.0
9520,3590,Financial,2023-09-01,,Active,
9521,3591,Academic Advising,2023-09-23,2023-10-21,Resolved,28.0
9522,3591,Immunization,2023-10-08,2023-10-30,Resolved,22.0
9523,3594,Transcript,2023-10-14,,Active,
9524,3594,Disciplinary,2023-10-25,2023-11-23,Resolved,29.0
9525,3597,Disciplinary,2023-10-14,2023-10-18,Resolved,4.0
9526,3599,Immunization,2023-10-08,2023-10-14,Resolved,6.0
9527,3599,Immunization,2023-09-27,,Active,
9528,3601,Immunization,2023-10-05,2023-11-03,Resolved,29.0
9529,3601,Transcript,2023-09-27,2023-10-13,Resolved,16.0
9530,3602,Immunization,2023-09-08,2023-10-05,Resolved,27.0
9531,3602,Transcript,2023-09-06,,Active,
9532,3604,Disciplinary,2023-10-27,2023-11-02,Resolved,6.0
9533,3604,Transcript,2023-09-02,2023-09-09,Resolved,7.0
9534,3606,Financial,2023-09-15,2023-10-06,Resolved,21.0
9535,3606,Disciplinary,2023-09-28,2023-10-11,Resolved,13.0
9536,3607,Disciplinary,2023-09-17,2023-09-22,Resolved,5.0
9537,3612,Immunization,2023-10-11,2023-10-20,Resolved,9.0
9538,3612,Transcript,2023-09-20,2023-10-01,Resolved,11.0
9539,3620,Academic Advising,2023-10-07,,Active,
9540,3622,Disciplinary,2023-10-30,2023-11-16,Resolved,17.0
9541,3623,Financial,2023-09-10,2023-09-22,Resolved,12.0
9542,3623,Academic Advising,2023-10-03,2023-11-01,Resolved,29.0
9543,3626,Transcript,2023-09-12,2023-10-02,Resolved,20.0
9544,3628,Disciplinary,2023-10-24,2023-10-28,Resolved,4.0
9545,3628,Immunization,2023-10-06,2023-10-28,Resolved,22.0
9546,3631,Disciplinary,2023-09-14,,Active,
9547,3631,Transcript,2023-09-19,2023-09-30,Resolved,11.0
9548,3640,Transcript,2023-09-08,2023-10-03,Resolved,25.0
9549,3641,Financial,2023-09-10,,Active,
9550,3641,Immunization,2023-10-11,2023-11-06,Resolved,26.0
9551,3646,Transcript,2023-10-16,2023-10-19,Resolved,3.0
9552,3648,Transcript,2023-10-28,2023-11-25,Resolved,28.0
9553,3650,Financial,2023-09-30,2023-10-05,Resolved,5.0
9554,3650,Transcript,2023-10-02,2023-10-23,Resolved,21.0
9555,3653,Disciplinary,2023-09-24,2023-09-30,Resolved,6.0
9556,3654,Financial,2023-09-08,,Active,
9557,3655,Transcript,2023-10-02,2023-10-15,Resolved,13.0
9558,3661,Immunization,2023-10-05,2023-10-26,Resolved,21.0
9559,3661,Financial,2023-09-30,2023-10-17,Resolved,17.0
9560,3663,Transcript,2023-10-01,2023-10-18,Resolved,17.0
9561,3667,Academic Advising,2023-10-29,2023-11-03,Resolved,5.0
9562,3667,Disciplinary,2023-09-30,2023-10-22,Resolved,22.0
9563,3668,Immunization,2023-10-03,2023-10-22,Resolved,19.0
9564,3671,Academic Advising,2023-10-15,2023-10-16,Resolved,1.0
9565,3675,Financial,2023-09-05,,Active,
9566,3675,Transcript,2023-09-11,2023-10-05,Resolved,24.0
9567,3678,Academic Advising,2023-09-08,,Active,
9568,3678,Disciplinary,2023-10-26,2023-11-17,Resolved,22.0
9569,3685,Disciplinary,2023-09-02,2023-09-25,Resolved,23.0
9570,3685,Transcript,2023-09-08,,Active,
9571,3690,Financial,2023-09-11,2023-09-27,Resolved,16.0
9572,3690,Transcript,2023-10-21,2023-11-06,Resolved,16.0
9573,3692,Transcript,2023-10-14,2023-10-18,Resolved,4.0
9574,3696,Disciplinary,2023-10-28,,Active,
9575,3702,Financial,2023-09-20,2023-09-21,Resolved,1.0
9576,3703,Academic Advising,2023-09-17,2023-10-10,Resolved,23.0
9577,3703,Financial,2023-09-12,2023-09-25,Resolved,13.0
9578,3704,Academic Advising,2023-09-12,2023-10-07,Resolved,25.0
9579,3704,Academic Advising,2023-10-09,2023-10-28,Resolved,19.0
9580,3706,Financial,2023-09-05,2023-09-06,Resolved,1.0
9581,3706,Disciplinary,2023-09-24,2023-10-02,Resolved,8.0
9582,3713,Transcript,2023-09-12,2023-09-20,Resolved,8.0
9583,3714,Transcript,2023-10-28,2023-11-26,Resolved,29.0
9584,3714,Financial,2023-10-04,2023-10-22,Resolved,18.0
9585,3716,Immunization,2023-10-17,2023-10-29,Resolved,12.0
9586,3719,Immunization,2023-10-22,,Active,
9587,3720,Immunization,2023-10-12,2023-10-28,Resolved,16.0
9588,3720,Financial,2023-10-10,2023-11-01,Resolved,22.0
9589,3722,Academic Advising,2023-10-24,,Active,
9590,3722,Academic Advising,2023-10-07,2023-10-27,Resolved,20.0
9591,3729,Academic Advising,2023-09-04,2023-09-20,Resolved,16.0
9592,3729,Disciplinary,2023-09-24,2023-10-08,Resolved,14.0
9593,3730,Immunization,2023-10-01,2023-10-05,Resolved,4.0
9594,3733,Transcript,2023-10-04,2023-10-10,Resolved,6.0
9595,3733,Immunization,2023-09-08,2023-09-20,Resolved,12.0
9596,3735,Academic Advising,2023-10-23,,Active,
9597,3739,Financial,2023-10-20,2023-11-07,Resolved,18.0
9598,3744,Academic Advising,2023-09-22,2023-10-06,Resolved,14.0
9599,3744,Disciplinary,2023-10-15,2023-10-30,Resolved,15.0
9600,3745,Disciplinary,2023-09-04,2023-09-08,Resolved,4.0
9601,3747,Immunization,2023-09-12,,Active,
9602,3750,Transcript,2023-10-14,2023-11-03,Resolved,20.0
9603,3750,Financial,2023-10-14,2023-10-17,Resolved,3.0
9604,3751,Financial,2023-10-24,2023-11-15,Resolved,22.0
9605,3752,Academic Advising,2023-09-09,2023-09-23,Resolved,14.0
9606,3752,Transcript,2023-10-05,,Active,
9607,3756,Disciplinary,2023-10-08,2023-10-20,Resolved,12.0
9608,3756,Academic Advising,2023-09-03,2023-09-17,Resolved,14.0
9609,3763,Immunization,2023-09-04,2023-09-19,Resolved,15.0
9610,3769,Academic Advising,2023-10-09,2023-10-28,Resolved,19.0
9611,3769,Immunization,2023-09-13,2023-10-06,Resolved,23.0
9612,3772,Transcript,2023-10-19,2023-11-05,Resolved,17.0
9613,3779,Academic Advising,2023-09-07,2023-09-27,Resolved,20.0
9614,3779,Financial,2023-09-22,2023-10-19,Resolved,27.0
9615,3783,Immunization,2023-10-12,2023-11-04,Resolved,23.0
9616,3783,Transcript,2023-09-22,2023-09-30,Resolved,8.0
9617,3785,Academic Advising,2023-10-25,2023-11-07,Resolved,13.0
9618,3785,Academic Advising,2023-10-18,,Active,
9619,3786,Disciplinary,2023-09-04,2023-09-15,Resolved,11.0
9620,3786,Immunization,2023-10-21,,Active,
9621,3789,Academic Advising,2023-10-14,,Active,
9622,3789,Transcript,2023-09-21,,Active,
9623,3791,Immunization,2023-09-20,2023-10-11,Resolved,21.0
9624,3791,Transcript,2023-10-06,2023-10-25,Resolved,19.0
9625,3795,Academic Advising,2023-09-15,2023-09-28,Resolved,13.0
9626,3795,Disciplinary,2023-10-23,2023-11-20,Resolved,28.0
9627,3800,Disciplinary,2023-10-11,,Active,
9628,3800,Immunization,2023-10-19,2023-11-13,Resolved,25.0
9629,3808,Disciplinary,2023-10-18,2023-10-27,Resolved,9.0
9630,3808,Financial,2023-09-30,,Active,
9631,3810,Immunization,2023-09-28,2023-10-03,Resolved,5.0
9632,3810,Disciplinary,2023-10-19,,Active,
9633,3811,Transcript,2023-10-06,2023-10-27,Resolved,21.0
9634,3811,Disciplinary,2023-09-07,2023-09-15,Resolved,8.0
9635,3813,Academic Advising,2023-09-29,2023-10-28,Resolved,29.0
9636,3813,Academic Advising,2023-09-05,2023-09-22,Resolved,17.0
9637,3814,Academic Advising,2023-10-08,2023-10-18,Resolved,10.0
9638,3815,Transcript,2023-10-02,2023-10-07,Resolved,5.0
9639,3816,Immunization,2023-10-12,2023-10-28,Resolved,16.0
9640,3818,Transcript,2023-10-21,2023-10-22,Resolved,1.0
9641,3819,Immunization,2023-09-15,,Active,
9642,3819,Academic Advising,2023-09-24,2023-10-22,Resolved,28.0
9643,3823,Immunization,2023-10-03,2023-10-19,Resolved,16.0
9644,3824,Immunization,2023-09-24,2023-09-30,Resolved,6.0
9645,3824,Academic Advising,2023-09-06,2023-09-16,Resolved,10.0
9646,3827,Disciplinary,2023-09-28,2023-10-25,Resolved,27.0
9647,3827,Financial,2023-10-09,2023-10-26,Resolved,17.0
9648,3830,Transcript,2023-09-28,2023-10-23,Resolved,25.0
9649,3832,Immunization,2023-09-24,2023-10-19,Resolved,25.0
9650,3834,Immunization,2023-10-16,2023-11-01,Resolved,16.0
9651,3835,Academic Advising,2023-09-05,2023-09-19,Resolved,14.0
9652,3835,Disciplinary,2023-10-30,2023-11-09,Resolved,10.0
9653,3837,Academic Advising,2023-09-26,,Active,
9654,3837,Transcript,2023-10-11,2023-10-15,Resolved,4.0
9655,3841,Disciplinary,2023-09-02,2023-09-16,Resolved,14.0
9656,3842,Financial,2023-09-23,2023-09-30,Resolved,7.0
9657,3842,Transcript,2023-10-11,,Active,
9658,3844,Disciplinary,2023-10-23,2023-11-16,Resolved,24.0
9659,3845,Academic Advising,2023-10-02,2023-10-06,Resolved,4.0
9660,3845,Financial,2023-09-27,2023-10-18,Resolved,21.0
9661,3846,Immunization,2023-10-08,2023-10-09,Resolved,1.0
9662,3851,Disciplinary,2023-10-05,2023-10-28,Resolved,23.0
9663,3851,Academic Advising,2023-09-22,2023-09-29,Resolved,7.0
9664,3852,Transcript,2023-09-02,2023-09-13,Resolved,11.0
9665,3852,Immunization,2023-10-07,,Active,
9666,3853,Transcript,2023-09-26,2023-10-13,Resolved,17.0
9667,3853,Immunization,2023-09-14,2023-09-30,Resolved,16.0
9668,3854,Transcript,2023-10-21,2023-10-25,Resolved,4.0
9669,3859,Transcript,2023-10-23,2023-11-12,Resolved,20.0
9670,3859,Transcript,2023-09-25,2023-10-20,Resolved,25.0
9671,3860,Immunization,2023-10-07,2023-10-18,Resolved,11.0
9672,3862,Disciplinary,2023-09-02,2023-09-24,Resolved,22.0
9673,3864,Academic Advising,2023-09-13,2023-09-18,Resolved,5.0
9674,3864,Immunization,2023-09-29,,Active,
9675,3866,Transcript,2023-09-28,2023-10-03,Resolved,5.0
9676,3871,Disciplinary,2023-10-09,2023-10-19,Resolved,10.0
9677,3871,Disciplinary,2023-09-02,2023-09-03,Resolved,1.0
9678,3874,Financial,2023-09-04,2023-09-19,Resolved,15.0
9679,3874,Financial,2023-09-07,2023-09-12,Resolved,5.0
9680,3876,Financial,2023-09-07,2023-09-11,Resolved,4.0
9681,3876,Immunization,2023-09-12,2023-10-09,Resolved,27.0
9682,3877,Transcript,2023-10-11,2023-11-01,Resolved,21.0
9683,3878,Transcript,2023-10-07,2023-10-15,Resolved,8.0
9684,3878,Immunization,2023-10-15,2023-10-16,Resolved,1.0
9685,3879,Immunization,2023-10-15,,Active,
9686,3879,Academic Advising,2023-09-19,2023-09-30,Resolved,11.0
9687,3882,Financial,2023-09-08,,Active,
9688,3883,Academic Advising,2023-10-10,2023-11-06,Resolved,27.0
