enrollment_id,student_id,course_level,enrolled_flag,enrollment_date,final_grade,completed_flag
12808,3562,200,Yes,2023-12-31,B,Yes
12809,3562,100,Yes,2024-01-18,A,Yes
12810,3562,100,Yes,2024-01-05,F,No
12811,3562,400,Yes,2024-01-11,A,Yes
12812,3563,400,Yes,2024-01-07,A,Yes
12813,3563,300,Yes,2024-01-11,C,Yes
12814,3563,400,Yes,2024-01-02,C,Yes
12815,3563,100,Yes,2024-01-04,B,Yes
12816,3564,100,Yes,2024-01-07,D,Yes
12817,3564,200,Yes,2024-01-19,A,Yes
12818,3564,200,Yes,2024-01-09,F,No
12819,3564,400,Yes,2024-01-12,A,Yes
12820,3564,100,Yes,2024-01-05,B,Yes
12821,3565,300,Yes,2024-01-17,B,Yes
12822,3565,300,Yes,2024-01-08,B,Yes
12823,3565,200,Yes,2024-01-12,A,Yes
12824,3566,400,Yes,2024-01-10,C,Yes
12825,3566,200,Yes,2024-01-17,W,No
12826,3566,200,Yes,2024-01-11,D,Yes
12827,3566,300,Yes,2024-01-05,D,Yes
12828,3566,400,Yes,2024-01-04,C,Yes
12829,3567,100,Yes,2024-01-10,C,Yes
12830,3567,200,Yes,2024-01-16,D,Yes
12831,3567,300,Yes,2024-01-13,A,Yes
12832,3567,100,Yes,2024-01-15,D,Yes
12833,3567,300,Yes,2024-01-02,D,Yes
12834,3568,400,Yes,2024-01-06,W,No
12835,3568,400,Yes,2023-12-31,D,Yes
12836,3568,200,Yes,2024-01-11,C,Yes
12837,3569,400,Yes,2024-01-09,D,Yes
12838,3569,300,Yes,2024-01-09,B,Yes
12839,3569,300,Yes,2024-01-16,C,Yes
12840,3570,400,Yes,2024-01-19,C,Yes
12841,3570,200,Yes,2024-01-04,A,Yes
12842,3570,300,Yes,2024-01-06,A,Yes
12843,3571,100,Yes,2024-01-08,D,Yes
12844,3571,300,Yes,2024-01-13,C,Yes
12845,3571,300,Yes,2024-01-07,C,Yes
12846,3571,400,Yes,2024-01-02,A,Yes
12847,3572,200,Yes,2024-01-07,D,Yes
12848,3572,200,Yes,2024-01-08,C,Yes
12849,3572,100,Yes,2024-01-06,A,Yes
12850,3572,300,Yes,2024-01-18,A,Yes
12851,3573,300,Yes,2024-01-10,C,Yes
12852,3573,300,Yes,2024-01-02,C,Yes
12853,3573,100,Yes,2024-01-08,C,Yes
12854,3573,300,Yes,2024-01-11,F,No
12855,3573,400,Yes,2024-01-13,B,Yes
12856,3574,100,Yes,2024-01-05,A,Yes
12857,3574,100,Yes,2024-01-16,D,Yes
12858,3574,400,Yes,2024-01-11,W,No
12859,3574,300,Yes,2024-01-03,C,Yes
12860,3574,300,Yes,2024-01-18,A,Yes
12861,3575,100,Yes,2024-01-05,W,No
12862,3575,200,Yes,2024-01-12,C,Yes
12863,3575,400,Yes,2024-01-17,B,Yes
12864,3575,100,Yes,2024-01-19,C,Yes
12865,3576,400,Yes,2024-01-04,A,Yes
12866,3576,300,Yes,2024-01-09,C,Yes
12867,3576,100,Yes,2024-01-11,B,Yes
12868,3576,300,Yes,2024-01-09,C,Yes
12869,3577,300,Yes,2024-01-02,B,Yes
12870,3577,400,Yes,2024-01-06,F,No
12871,3577,100,Yes,2024-01-10,A,Yes
12872,3577,400,Yes,2024-01-18,A,Yes
12873,3577,100,Yes,2024-01-18,A,Yes
12874,3578,300,Yes,2024-01-13,B,Yes
12875,3578,400,Yes,2024-01-09,C,Yes
12876,3578,300,Yes,2024-01-06,A,Yes
12877,3579,300,Yes,2024-01-14,B,Yes
12878,3579,200,Yes,2024-01-08,A,Yes
12879,3579,400,Yes,2024-01-09,C,Yes
12880,3580,100,Yes,2024-01-01,D,Yes
12881,3580,400,Yes,2024-01-09,B,Yes
12882,3580,200,Yes,2024-01-01,A,Yes
12883,3581,400,Yes,2024-01-16,C,Yes
12884,3581,400,Yes,2024-01-04,B,Yes
12885,3581,200,Yes,2024-01-17,B,Yes
12886,3582,300,Yes,2024-01-17,A,Yes
12887,3582,200,Yes,2024-01-09,W,No
12888,3582,100,Yes,2024-01-09,C,Yes
12889,3582,300,Yes,2024-01-15,A,Yes
12890,3582,100,Yes,2024-01-04,F,No
12891,3583,100,Yes,2024-01-13,B,Yes
12892,3583,300,Yes,2024-01-05,B,Yes
12893,3583,300,Yes,2024-01-17,B,Yes
12894,3583,100,Yes,2024-01-03,C,Yes
12895,3583,100,Yes,2024-01-05,B,Yes
12896,3584,300,Yes,2024-01-08,W,No
12897,3584,100,Yes,2024-01-06,A,Yes
12898,3584,100,Yes,2024-01-08,C,Yes
12899,3585,400,Yes,2024-01-06,B,Yes
12900,3585,200,Yes,2024-01-07,C,Yes
12901,3585,400,Yes,2024-01-01,A,Yes
12902,3585,100,Yes,2024-01-11,F,No
12903,3585,100,Yes,2024-01-17,B,Yes
12904,3586,400,Yes,2024-01-15,B,Yes
12905,3586,400,Yes,2024-01-02,D,Yes
12906,3586,400,Yes,2024-01-19,F,No
12907,3586,400,Yes,2024-01-06,F,No
12908,3586,200,Yes,2024-01-17,A,Yes
12909,3587,100,Yes,2023-12-31,D,Yes
12910,3587,100,Yes,2024-01-13,C,Yes
12911,3587,400,Yes,2024-01-01,A,Yes
12912,3587,200,Yes,2024-01-16,C,Yes
12913,3587,200,Yes,2024-01-17,B,Yes
12914,3588,400,Yes,2024-01-04,C,Yes
12915,3588,100,Yes,2023-12-31,A,Yes
12916,3588,200,Yes,2024-01-16,D,Yes
12917,3589,400,Yes,2024-01-16,C,Yes
12918,3589,100,Yes,2024-01-09,B,Yes
12919,3589,100,Yes,2024-01-12,C,Yes
12920,3589,400,Yes,2024-01-12,W,No
12921,3590,400,Yes,2024-01-01,W,No
12922,3590,400,Yes,2024-01-14,A,Yes
12923,3590,200,Yes,2024-01-13,B,Yes
12924,3590,100,Yes,2024-01-09,D,Yes
12925,3591,400,Yes,2024-01-14,C,Yes
12926,3591,300,Yes,2024-01-14,B,Yes
12927,3591,400,Yes,2024-01-08,B,Yes
12928,3591,400,Yes,2024-01-02,B,Yes
12929,3591,400,Yes,2024-01-18,A,Yes
12930,3592,100,Yes,2024-01-12,A,Yes
12931,3592,200,Yes,2024-01-04,C,Yes
12932,3592,300,Yes,2024-01-14,B,Yes
12933,3593,200,Yes,2024-01-17,A,Yes
12934,3593,100,Yes,2024-01-05,C,Yes
12935,3593,300,Yes,2024-01-16,A,Yes
12936,3594,100,Yes,2024-01-05,C,Yes
12937,3594,400,Yes,2024-01-16,A,Yes
12938,3594,300,Yes,2024-01-10,B,Yes
12939,3594,400,Yes,2024-01-11,C,Yes
12940,3595,300,Yes,2024-01-14,C,Yes
12941,3595,400,Yes,2024-01-07,C,Yes
12942,3595,400,Yes,2024-01-02,C,Yes
12943,3596,100,Yes,2024-01-15,C,Yes
12944,3596,300,Yes,2024-01-06,C,Yes
12945,3596,100,Yes,2024-01-13,B,Yes
12946,3596,400,Yes,2024-01-05,F,No
12947,3597,100,Yes,2024-01-16,C,Yes
12948,3597,400,Yes,2024-01-11,A,Yes
12949,3597,200,Yes,2024-01-15,B,Yes
12950,3598,400,Yes,2024-01-15,D,Yes
12951,3598,100,Yes,2023-12-31,A,Yes
12952,3598,400,Yes,2024-01-16,A,Yes
12953,3599,100,Yes,2024-01-05,B,Yes
12954,3599,200,Yes,2024-01-01,A,Yes
12955,3599,100,Yes,2024-01-16,C,Yes
12956,3599,400,Yes,2024-01-12,C,Yes
12957,3599,200,Yes,2024-01-18,C,Yes
12958,3600,400,Yes,2024-01-17,A,Yes
12959,3600,400,Yes,2024-01-14,A,Yes
12960,3600,100,Yes,2024-01-06,C,Yes
12961,3600,100,Yes,2024-01-07,A,Yes
12962,3601,300,Yes,2024-01-15,D,Yes
12963,3601,100,Yes,2024-01-11,W,No
12964,3601,100,Yes,2024-01-15,B,Yes
12965,3601,200,Yes,2024-01-09,A,Yes
12966,3601,300,Yes,2024-01-16,A,Yes
12967,3602,200,Yes,2024-01-15,A,Yes
12968,3602,300,Yes,2024-01-11,W,No
12969,3602,200,Yes,2024-01-05,A,Yes
12970,3602,200,Yes,2024-01-19,F,No
12971,3602,300,Yes,2024-01-08,B,Yes
12972,3603,200,Yes,2024-01-12,F,No
12973,3603,400,Yes,2024-01-09,B,Yes
12974,3603,200,Yes,2024-01-19,D,Yes
12975,3603,200,Yes,2024-01-18,F,No
12976,3603,100,Yes,2024-01-17,C,Yes
12977,3604,200,Yes,2024-01-15,C,Yes
12978,3604,100,Yes,2024-01-01,C,Yes
12979,3604,200,Yes,2024-01-16,C,Yes
12980,3604,400,Yes,2024-01-05,B,Yes
12981,3605,100,Yes,2024-01-15,W,No
12982,3605,200,Yes,2024-01-09,A,Yes
12983,3605,400,Yes,2024-01-15,D,Yes
12984,3606,400,Yes,2023-12-31,B,Yes
12985,3606,300,Yes,2024-01-08,C,Yes
12986,3606,400,Yes,2024-01-17,A,Yes
12987,3607,100,Yes,2023-12-31,B,Yes
12988,3607,200,Yes,2024-01-10,A,Yes
12989,3607,200,Yes,2024-01-16,F,No
12990,3607,400,Yes,2024-01-04,F,No
12991,3607,400,Yes,2024-01-06,A,Yes
12992,3608,200,Yes,2024-01-13,B,Yes
12993,3608,300,Yes,2024-01-08,C,Yes
12994,3608,100,Yes,2024-01-08,A,Yes
12995,3609,400,Yes,2024-01-07,C,Yes
12996,3609,200,Yes,2024-01-13,B,Yes
12997,3609,400,Yes,2024-01-14,A,Yes
12998,3609,400,Yes,2024-01-05,B,Yes
12999,3609,400,Yes,2024-01-10,F,No
13000,3610,100,Yes,2024-01-06,A,Yes
13001,3610,100,Yes,2024-01-02,A,Yes
13002,3610,300,Yes,2023-12-31,B,Yes
13003,3611,300,Yes,2024-01-10,A,Yes
13004,3611,400,Yes,2024-01-02,B,Yes
13005,3611,100,Yes,2024-01-16,C,Yes
13006,3612,100,Yes,2024-01-08,C,Yes
13007,3612,200,Yes,2024-01-04,B,Yes
13008,3612,200,Yes,2024-01-03,F,No
13009,3612,300,Yes,2024-01-08,C,Yes
13010,3613,300,Yes,2024-01-06,B,Yes
13011,3613,400,Yes,2024-01-19,A,Yes
13012,3613,400,Yes,2024-01-12,F,No
13013,3613,300,Yes,2024-01-16,B,Yes
13014,3613,300,Yes,2024-01-16,C,Yes
13015,3614,100,Yes,2024-01-01,A,Yes
13016,3614,400,Yes,2024-01-05,C,Yes
13017,3614,300,Yes,2024-01-19,B,Yes
13018,3614,200,Yes,2024-01-14,F,No
13019,3614,400,Yes,2024-01-07,C,Yes
13020,3615,400,Yes,2024-01-14,B,Yes
13021,3615,400,Yes,2024-01-18,B,Yes
13022,3615,100,Yes,2024-01-17,C,Yes
13023,3616,200,Yes,2024-01-07,C,Yes
13024,3616,200,Yes,2024-01-08,W,No
13025,3616,400,Yes,2024-01-01,C,Yes
13026,3617,400,Yes,2023-12-31,B,Yes
13027,3617,100,Yes,2024-01-17,C,Yes
13028,3617,100,Yes,2024-01-02,B,Yes
13029,3617,200,Yes,2024-01-06,F,No
13030,3617,400,Yes,2024-01-16,C,Yes
13031,3618,300,Yes,2024-01-02,C,Yes
13032,3618,400,Yes,2024-01-01,F,No
13033,3618,200,Yes,2023-12-31,B,Yes
13034,3618,100,Yes,2024-01-18,B,Yes
13035,3619,300,Yes,2024-01-08,F,No
13036,3619,100,Yes,2024-01-18,D,Yes
13037,3619,400,Yes,2024-01-10,B,Yes
13038,3619,200,Yes,2024-01-11,F,No
13039,3620,100,Yes,2024-01-11,W,No
13040,3620,400,Yes,2024-01-02,A,Yes
13041,3620,200,Yes,2024-01-10,A,Yes
13042,3620,100,Yes,2024-01-15,W,No
13043,3620,200,Yes,2024-01-04,B,Yes
13044,3621,200,Yes,2024-01-13,F,No
13045,3621,100,Yes,2024-01-15,C,Yes
13046,3621,200,Yes,2024-01-10,D,Yes
13047,3621,400,Yes,2024-01-19,B,Yes
13048,3622,300,Yes,2024-01-16,A,Yes
13049,3622,400,Yes,2024-01-10,W,No
13050,3622,400,Yes,2024-01-05,A,Yes
13051,3623,300,Yes,2024-01-19,B,Yes
13052,3623,300,Yes,2024-01-15,C,Yes
13053,3623,200,Yes,2024-01-12,D,Yes
13054,3624,100,Yes,2024-01-11,B,Yes
13055,3624,400,Yes,2024-01-07,C,Yes
13056,3624,100,Yes,2024-01-05,C,Yes
13057,3625,300,Yes,2024-01-12,A,Yes
13058,3625,100,Yes,2024-01-18,B,Yes
13059,3625,200,Yes,2024-01-11,C,Yes
13060,3625,200,Yes,2024-01-12,F,No
13061,3625,100,Yes,2024-01-19,C,Yes
13062,3626,400,Yes,2024-01-07,B,Yes
13063,3626,200,Yes,2024-01-17,B,Yes
13064,3626,100,Yes,2024-01-15,A,Yes
13065,3627,300,Yes,2024-01-13,B,Yes
13066,3627,400,Yes,2024-01-10,A,Yes
13067,3627,300,Yes,2024-01-09,C,Yes
13068,3628,400,Yes,2024-01-15,A,Yes
13069,3628,400,Yes,2024-01-09,B,Yes
13070,3628,100,Yes,2024-01-15,B,Yes
13071,3628,100,Yes,2024-01-04,A,Yes
13072,3629,300,Yes,2023-12-31,C,Yes
13073,3629,300,Yes,2024-01-15,A,Yes
13074,3629,100,Yes,2024-01-17,C,Yes
13075,3629,100,Yes,2024-01-07,F,No
13076,3630,100,Yes,2024-01-19,A,Yes
13077,3630,300,Yes,2024-01-02,F,No
13078,3630,300,Yes,2023-12-31,A,Yes
13079,3630,200,Yes,2024-01-15,C,Yes
13080,3632,200,Yes,2024-01-07,F,No
13081,3632,100,Yes,2024-01-11,C,Yes
13082,3632,400,Yes,2024-01-10,D,Yes
13083,3632,100,Yes,2024-01-11,A,Yes
13084,3632,300,Yes,2024-01-04,D,Yes
13085,3633,200,Yes,2024-01-04,D,Yes
13086,3633,400,Yes,2024-01-13,C,Yes
13087,3633,300,Yes,2024-01-05,B,Yes
13088,3634,200,Yes,2024-01-16,F,No
13089,3634,200,Yes,2024-01-18,W,No
13090,3634,300,Yes,2024-01-02,C,Yes
13091,3634,300,Yes,2024-01-05,B,Yes
13092,3634,300,Yes,2024-01-12,B,Yes
13093,3635,100,Yes,2023-12-31,A,Yes
13094,3635,300,Yes,2024-01-17,C,Yes
13095,3635,400,Yes,2024-01-18,A,Yes
13096,3635,300,Yes,2024-01-18,A,Yes
13097,3635,400,Yes,2024-01-14,C,Yes
13098,3636,400,Yes,2024-01-07,C,Yes
13099,3636,300,Yes,2024-01-06,D,Yes
13100,3636,400,Yes,2024-01-02,B,Yes
13101,3637,100,Yes,2024-01-02,A,Yes
13102,3637,400,Yes,2024-01-18,B,Yes
13103,3637,300,Yes,2024-01-17,C,Yes
13104,3637,100,Yes,2024-01-04,C,Yes
13105,3638,400,Yes,2024-01-07,B,Yes
13106,3638,400,Yes,2024-01-04,C,Yes
13107,3638,400,Yes,2024-01-15,B,Yes
13108,3638,100,Yes,2024-01-19,A,Yes
13109,3639,100,Yes,2024-01-17,C,Yes
13110,3639,300,Yes,2024-01-19,B,Yes
13111,3639,400,Yes,2024-01-16,B,Yes
13112,3639,100,Yes,2024-01-15,A,Yes
13113,3639,100,Yes,2023-12-31,F,No
13114,3640,400,Yes,2024-01-15,B,Yes
13115,3640,400,Yes,2024-01-02,W,No
13116,3640,200,Yes,2024-01-09,C,Yes
13117,3640,400,Yes,2024-01-16,W,No
13118,3640,200,Yes,2024-01-13,A,Yes
13119,3642,200,Yes,2024-01-17,B,Yes
13120,3642,300,Yes,2024-01-12,F,No
13121,3642,100,Yes,2024-01-09,D,Yes
13122,3643,100,Yes,2024-01-08,D,Yes
13123,3643,300,Yes,2024-01-14,F,No
13124,3643,200,Yes,2024-01-06,A,Yes
13125,3644,400,Yes,2024-01-15,B,Yes
13126,3644,100,Yes,2024-01-13,C,Yes
13127,3644,200,Yes,2024-01-19,A,Yes
13128,3645,100,Yes,2024-01-13,C,Yes
13129,3645,100,Yes,2023-12-31,C,Yes
13130,3645,300,Yes,2024-01-18,W,No
13131,3646,200,Yes,2024-01-16,C,Yes
13132,3646,300,Yes,2024-01-15,B,Yes
13133,3646,300,Yes,2024-01-13,F,No
13134,3646,400,Yes,2024-01-01,F,No
13135,3647,400,Yes,2024-01-18,B,Yes
13136,3647,100,Yes,2023-12-31,B,Yes
13137,3647,200,Yes,2024-01-06,C,Yes
13138,3647,200,Yes,2024-01-10,B,Yes
13139,3648,200,Yes,2024-01-05,B,Yes
13140,3648,300,Yes,2024-01-18,A,Yes
13141,3648,200,Yes,2024-01-06,W,No
13142,3648,400,Yes,2024-01-18,A,Yes
13143,3649,400,Yes,2024-01-14,A,Yes
13144,3649,400,Yes,2023-12-31,B,Yes
13145,3649,100,Yes,2024-01-19,W,No
13146,3649,100,Yes,2024-01-16,F,No
13147,3649,100,Yes,2024-01-04,A,Yes
13148,3650,300,Yes,2024-01-16,D,Yes
13149,3650,200,Yes,2024-01-18,A,Yes
13150,3650,100,Yes,2024-01-09,F,No
13151,3650,300,Yes,2024-01-05,A,Yes
13152,3651,400,Yes,2024-01-09,D,Yes
13153,3651,200,Yes,2023-12-31,C,Yes
13154,3651,300,Yes,2024-01-01,C,Yes
13155,3652,400,Yes,2024-01-16,C,Yes
13156,3652,100,Yes,2024-01-10,A,Yes
13157,3652,100,Yes,2024-01-01,B,Yes
13158,3652,300,Yes,2024-01-11,B,Yes
13159,3652,200,Yes,2024-01-07,A,Yes
13160,3653,200,Yes,2024-01-02,F,No
13161,3653,100,Yes,2024-01-04,B,Yes
13162,3653,300,Yes,2024-01-02,F,No
13163,3655,400,Yes,2023-12-31,C,Yes
13164,3655,200,Yes,2024-01-07,D,Yes
13165,3655,300,Yes,2024-01-13,C,Yes
13166,3655,300,Yes,2024-01-15,F,No
13167,3655,400,Yes,2024-01-02,A,Yes
13168,3656,100,Yes,2024-01-17,C,Yes
13169,3656,400,Yes,2023-12-31,F,No
13170,3656,200,Yes,2024-01-08,C,Yes
13171,3656,400,Yes,2024-01-01,W,No
13172,3656,200,Yes,2024-01-17,W,No
13173,3657,400,Yes,2024-01-09,D,Yes
13174,3657,400,Yes,2024-01-13,F,No
13175,3657,200,Yes,2024-01-18,A,Yes
13176,3657,400,Yes,2024-01-13,A,Yes
13177,3658,400,Yes,2024-01-07,A,Yes
13178,3658,400,Yes,2024-01-10,C,Yes
13179,3658,200,Yes,2024-01-09,C,Yes
13180,3659,300,Yes,2024-01-09,B,Yes
13181,3659,200,Yes,2024-01-10,C,Yes
13182,3659,100,Yes,2024-01-01,C,Yes
13183,3660,400,Yes,2024-01-13,B,Yes
13184,3660,200,Yes,2024-01-17,C,Yes
13185,3660,300,Yes,2024-01-04,C,Yes
13186,3660,200,Yes,2024-01-12,B,Yes
13187,3661,100,Yes,2024-01-14,A,Yes
13188,3661,400,Yes,2024-01-16,A,Yes
13189,3661,100,Yes,2024-01-10,D,Yes
13190,3662,300,Yes,2024-01-15,A,Yes
13191,3662,300,Yes,2024-01-11,A,Yes
13192,3662,200,Yes,2023-12-31,W,No
13193,3662,400,Yes,2023-12-31,B,Yes
13194,3662,400,Yes,2024-01-14,A,Yes
13195,3663,200,Yes,2024-01-12,F,No
13196,3663,300,Yes,2024-01-13,W,No
13197,3663,300,Yes,2023-12-31,C,Yes
13198,3664,100,Yes,2024-01-07,B,Yes
13199,3664,400,Yes,2023-12-31,D,Yes
13200,3664,300,Yes,2024-01-18,D,Yes
13201,3664,400,Yes,2024-01-01,A,Yes
13202,3665,200,Yes,2024-01-02,F,No
13203,3665,400,Yes,2024-01-07,F,No
13204,3665,300,Yes,2024-01-07,D,Yes
13205,3665,300,Yes,2024-01-02,B,Yes
13206,3665,200,Yes,2024-01-15,B,Yes
13207,3666,200,Yes,2024-01-19,C,Yes
13208,3666,300,Yes,2024-01-08,A,Yes
13209,3666,300,Yes,2024-01-06,C,Yes
13210,3666,100,Yes,2024-01-01,D,Yes
13211,3666,400,Yes,2024-01-04,A,Yes
13212,3667,400,Yes,2024-01-17,C,Yes
13213,3667,200,Yes,2024-01-19,C,Yes
13214,3667,100,Yes,2024-01-04,B,Yes
13215,3667,200,Yes,2024-01-09,D,Yes
13216,3668,400,Yes,2024-01-19,A,Yes
13217,3668,400,Yes,2024-01-08,C,Yes
13218,3668,400,Yes,2024-01-16,B,Yes
13219,3668,100,Yes,2024-01-16,C,Yes
13220,3668,200,Yes,2024-01-07,F,No
13221,3669,400,Yes,2024-01-07,A,Yes
13222,3669,200,Yes,2024-01-04,A,Yes
13223,3669,200,Yes,2024-01-04,C,Yes
13224,3669,400,Yes,2024-01-12,B,Yes
13225,3669,300,Yes,2024-01-07,B,Yes
13226,3670,200,Yes,2023-12-31,W,No
13227,3670,300,Yes,2024-01-06,F,No
13228,3670,100,Yes,2024-01-10,D,Yes
13229,3671,100,Yes,2024-01-09,B,Yes
13230,3671,200,Yes,2024-01-18,B,Yes
13231,3671,300,Yes,2024-01-08,B,Yes
13232,3672,100,Yes,2024-01-06,A,Yes
13233,3672,200,Yes,2024-01-14,C,Yes
13234,3672,400,Yes,2024-01-16,B,Yes
13235,3672,300,Yes,2024-01-14,A,Yes
13236,3672,400,Yes,2024-01-08,B,Yes
13237,3673,200,Yes,2024-01-01,A,Yes
13238,3673,100,Yes,2024-01-17,C,Yes
13239,3673,200,Yes,2024-01-03,B,Yes
13240,3674,400,Yes,2024-01-05,B,Yes
13241,3674,300,Yes,2024-01-09,A,Yes
13242,3674,300,Yes,2024-01-08,C,Yes
13243,3674,300,Yes,2024-01-17,B,Yes
13244,3674,200,Yes,2024-01-18,C,Yes
13245,3676,100,Yes,2024-01-19,A,Yes
13246,3676,300,Yes,2024-01-01,A,Yes
13247,3676,400,Yes,2024-01-01,A,Yes
13248,3676,400,Yes,2024-01-15,B,Yes
13249,3677,400,Yes,2024-01-04,B,Yes
13250,3677,300,Yes,2024-01-06,A,Yes
13251,3677,400,Yes,2024-01-15,A,Yes
13252,3677,200,Yes,2024-01-18,C,Yes
13253,3677,200,Yes,2024-01-15,C,Yes
13254,3678,100,Yes,2024-01-01,A,Yes
13255,3678,400,Yes,2024-01-10,W,No
13256,3678,400,Yes,2024-01-02,A,Yes
13257,3678,400,Yes,2024-01-09,C,Yes
13258,3679,200,Yes,2024-01-06,D,Yes
13259,3679,300,Yes,2024-01-19,B,Yes
13260,3679,300,Yes,2024-01-05,F,No
13261,3679,100,Yes,2024-01-14,B,Yes
13262,3680,400,Yes,2024-01-06,F,No
13263,3680,300,Yes,2024-01-11,W,No
13264,3680,400,Yes,2024-01-04,D,Yes
13265,3680,300,Yes,2024-01-17,A,Yes
13266,3680,300,Yes,2024-01-08,B,Yes
13267,3681,100,Yes,2024-01-07,C,Yes
13268,3681,400,Yes,2024-01-12,B,Yes
13269,3681,300,Yes,2024-01-13,D,Yes
13270,3681,400,Yes,2024-01-12,A,Yes
13271,3682,100,Yes,2024-01-15,C,Yes
13272,3682,300,Yes,2024-01-16,C,Yes
13273,3682,400,Yes,2023-12-31,C,Yes
13274,3683,100,Yes,2024-01-01,C,Yes
13275,3683,100,Yes,2024-01-01,A,Yes
13276,3683,300,Yes,2023-12-31,W,No
13277,3683,200,Yes,2024-01-15,A,Yes
13278,3683,200,Yes,2024-01-12,A,Yes
13279,3684,100,Yes,2024-01-14,C,Yes
13280,3684,300,Yes,2024-01-14,D,Yes
13281,3684,400,Yes,2024-01-19,C,Yes
13282,3684,200,Yes,2024-01-14,W,No
13283,3684,100,Yes,2024-01-08,A,Yes
13284,3685,400,Yes,2024-01-14,A,Yes
13285,3685,300,Yes,2024-01-11,C,Yes
13286,3685,300,Yes,2024-01-08,A,Yes
13287,3685,300,Yes,2024-01-08,A,Yes
13288,3686,400,Yes,2024-01-09,W,No
13289,3686,400,Yes,2024-01-11,F,No
13290,3686,300,Yes,2024-01-06,A,Yes
13291,3686,200,Yes,2024-01-06,W,No
13292,3687,300,Yes,2024-01-12,B,Yes
13293,3687,400,Yes,2024-01-04,F,No
13294,3687,100,Yes,2024-01-16,A,Yes
13295,3687,300,Yes,2024-01-15,C,Yes
13296,3687,100,Yes,2024-01-10,B,Yes
13297,3688,300,Yes,2024-01-12,D,Yes
13298,3688,300,Yes,2024-01-01,A,Yes
13299,3688,300,Yes,2024-01-18,C,Yes
13300,3689,200,Yes,2024-01-16,F,No
13301,3689,300,Yes,2024-01-16,C,Yes
13302,3689,200,Yes,2024-01-12,C,Yes
13303,3690,300,Yes,2024-01-16,W,No
13304,3690,200,Yes,2024-01-02,B,Yes
13305,3690,300,Yes,2024-01-15,D,Yes
13306,3691,300,Yes,2024-01-05,B,Yes
13307,3691,100,Yes,2023-12-31,A,Yes
13308,3691,300,Yes,2023-12-31,F,No
13309,3692,100,Yes,2024-01-10,C,Yes
13310,3692,400,Yes,2024-01-16,A,Yes
13311,3692,100,Yes,2024-01-12,B,Yes
13312,3692,200,Yes,2024-01-17,D,Yes
13313,3693,100,Yes,2024-01-10,B,Yes
13314,3693,400,Yes,2024-01-04,C,Yes
13315,3693,200,Yes,2024-01-16,C,Yes
13316,3694,400,Yes,2024-01-15,A,Yes
13317,3694,100,Yes,2024-01-19,B,Yes
13318,3694,300,Yes,2024-01-16,C,Yes
13319,3694,200,Yes,2024-01-04,C,Yes
13320,3695,200,Yes,2024-01-19,C,Yes
13321,3695,200,Yes,2024-01-17,C,Yes
13322,3695,100,Yes,2024-01-08,A,Yes
13323,3695,200,Yes,2024-01-11,W,No
13324,3696,300,Yes,2024-01-18,C,Yes
13325,3696,400,Yes,2024-01-14,B,Yes
13326,3696,100,Yes,2024-01-03,B,Yes
13327,3697,100,Yes,2024-01-08,B,Yes
13328,3697,100,Yes,2024-01-04,C,Yes
13329,3697,400,Yes,2024-01-18,A,Yes
13330,3697,200,Yes,2024-01-10,A,Yes
13331,3697,200,Yes,2024-01-04,B,Yes
13332,3698,100,Yes,2024-01-08,W,No
13333,3698,300,Yes,2024-01-07,A,Yes
13334,3698,400,Yes,2024-01-06,A,Yes
13335,3698,300,Yes,2024-01-18,A,Yes
13336,3698,100,Yes,2024-01-03,C,Yes
13337,3699,300,Yes,2024-01-07,W,No
13338,3699,400,Yes,2024-01-06,C,Yes
13339,3699,300,Yes,2024-01-12,A,Yes
13340,3699,300,Yes,2024-01-19,A,Yes
13341,3700,200,Yes,2024-01-06,C,Yes
13342,3700,100,Yes,2023-12-31,C,Yes
13343,3700,200,Yes,2024-01-13,W,No
13344,3700,400,Yes,2024-01-03,F,No
13345,3701,300,Yes,2024-01-04,C,Yes
13346,3701,300,Yes,2024-01-05,B,Yes
13347,3701,300,Yes,2024-01-01,F,No
13348,3701,300,Yes,2024-01-15,C,Yes
13349,3701,300,Yes,2024-01-19,C,Yes
13350,3702,400,Yes,2024-01-06,A,Yes
13351,3702,100,Yes,2024-01-10,C,Yes
13352,3702,200,Yes,2024-01-07,F,No
13353,3702,300,Yes,2024-01-05,C,Yes
13354,3702,100,Yes,2024-01-11,D,Yes
13355,3703,100,Yes,2024-01-12,D,Yes
13356,3703,100,Yes,2024-01-10,B,Yes
13357,3703,200,Yes,2024-01-05,B,Yes
13358,3704,200,Yes,2024-01-02,D,Yes
13359,3704,400,Yes,2024-01-10,A,Yes
13360,3704,100,Yes,2024-01-09,B,Yes
13361,3705,200,Yes,2024-01-18,B,Yes
13362,3705,400,Yes,2024-01-14,A,Yes
13363,3705,100,Yes,2024-01-04,C,Yes
13364,3705,400,Yes,2024-01-11,F,No
13365,3706,400,Yes,2024-01-09,W,No
13366,3706,100,Yes,2024-01-18,A,Yes
13367,3706,100,Yes,2023-12-31,C,Yes
13368,3706,300,Yes,2024-01-10,B,Yes
13369,3707,200,Yes,2024-01-07,D,Yes
13370,3707,300,Yes,2024-01-11,A,Yes
13371,3707,100,Yes,2024-01-11,D,Yes
13372,3708,300,Yes,2024-01-14,C,Yes
