student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status
3229,26,Male,Architecture,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled
3230,29,Male,Architecture,Senior,No,No,Spring 2024,Good Standing,Medium,Dropout
3231,28,Non-binary,Architecture,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
3232,31,Female,Nursing,Junior,Yes,Yes,Fall 2022,Probation,High,Enrolled
3233,33,Male,Business Administration,Freshman,No,No,Fall 2022,Probation,Medium,Graduate
3234,18,Non-binary,Architecture,Freshman,No,No,Fall 2022,Good Standing,High,Graduate
3235,30,Female,Biology,Junior,No,Yes,Spring 2023,Good Standing,Low,Dropout
3236,30,Non-binary,Business Administration,Senior,No,No,Fall 2022,Probation,Medium,Graduate
3237,19,Male,Education,Freshman,No,Yes,Spring 2023,Good Standing,High,Enrolled
3238,21,Female,Biology,Freshman,No,Yes,Fall 2023,Probation,Medium,Enrolled
3239,23,Female,Nursing,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
3240,22,Non-binary,Architecture,Junior,No,Yes,Spring 2024,Probation,Medium,Graduate
3241,20,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Probation,High,Graduate
3242,18,Non-binary,Mechanical Engineering,Sophomore,No,No,Spring 2023,Good Standing,Medium,Enrolled
3243,21,Female,Nursing,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Enrolled
3244,19,Female,Business Administration,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Graduate
3245,22,Male,Education,Junior,Yes,Yes,Fall 2023,Good Standing,Medium,Graduate
3246,20,Female,Architecture,Sophomore,No,No,Fall 2022,Good Standing,High,Enrolled
3247,26,Male,Computer Science,Senior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
3248,23,Non-binary,Architecture,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
3249,23,Non-binary,Computer Science,Freshman,No,Yes,Fall 2022,Warning,Medium,Dropout
3250,29,Female,Mechanical Engineering,Freshman,No,Yes,Spring 2023,Good Standing,Low,Enrolled
3251,28,Non-binary,Nursing,Junior,Yes,Yes,Spring 2024,Good Standing,High,Graduate
3252,19,Non-binary,Education,Junior,No,No,Fall 2023,Probation,Medium,Graduate
3253,32,Female,Business Administration,Senior,No,No,Fall 2022,Probation,Medium,Dropout
3254,29,Male,Business Administration,Junior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
3255,29,Female,Computer Science,Freshman,No,No,Fall 2023,Good Standing,Medium,Enrolled
3256,26,Male,Education,Senior,Yes,Yes,Spring 2023,Probation,High,Graduate
3257,19,Female,Biology,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Graduate
3258,20,Female,Mechanical Engineering,Sophomore,Yes,No,Spring 2024,Probation,High,Graduate
3259,29,Non-binary,Computer Science,Junior,Yes,No,Spring 2023,Probation,Medium,Graduate
3260,33,Female,Computer Science,Sophomore,No,Yes,Spring 2023,Probation,Medium,Graduate
3261,18,Female,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,High,Enrolled
3262,20,Male,Nursing,Sophomore,No,No,Spring 2024,Probation,Medium,Dropout
3263,19,Non-binary,Business Administration,Sophomore,No,No,Spring 2024,Good Standing,High,Enrolled
3264,26,Male,Nursing,Freshman,No,No,Spring 2024,Good Standing,Medium,Enrolled
3265,32,Male,Education,Freshman,No,Yes,Fall 2023,Probation,Medium,Graduate
3266,28,Non-binary,Biology,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate
3267,33,Non-binary,Architecture,Sophomore,No,Yes,Spring 2024,Good Standing,Low,Enrolled
3268,34,Non-binary,Psychology,Senior,No,No,Spring 2024,Probation,Medium,Enrolled
3269,22,Female,Psychology,Senior,No,Yes,Fall 2022,Probation,High,Enrolled
3270,29,Non-binary,Psychology,Freshman,No,Yes,Fall 2022,Probation,Low,Dropout
3271,28,Non-binary,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,High,Graduate
3272,32,Non-binary,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
3273,20,Male,Biology,Freshman,No,No,Fall 2023,Good Standing,Low,Enrolled
3274,18,Male,Nursing,Senior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
3275,33,Female,Architecture,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
3276,19,Male,Business Administration,Junior,No,No,Fall 2022,Good Standing,High,Enrolled
3277,19,Female,Psychology,Sophomore,No,Yes,Fall 2023,Good Standing,High,Graduate
3278,20,Male,Nursing,Junior,No,No,Spring 2023,Warning,Medium,Enrolled
3279,25,Non-binary,Psychology,Freshman,No,No,Fall 2022,Good Standing,High,Dropout
3280,32,Male,Biology,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
3281,24,Female,Psychology,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Dropout
3282,23,Male,Business Administration,Freshman,No,Yes,Fall 2023,Good Standing,Low,Dropout
3283,26,Non-binary,Architecture,Sophomore,Yes,Yes,Fall 2023,Good Standing,Low,Dropout
3284,18,Female,Education,Junior,No,No,Fall 2022,Good Standing,Low,Dropout
3285,25,Non-binary,Education,Senior,No,No,Fall 2022,Good Standing,High,Graduate
3286,20,Non-binary,Biology,Junior,No,No,Spring 2024,Probation,Medium,Enrolled
3287,21,Female,Education,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
3288,32,Non-binary,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,High,Enrolled
3289,23,Non-binary,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,Medium,Graduate
3290,32,Male,Mechanical Engineering,Freshman,Yes,No,Spring 2024,Probation,Low,Enrolled
3291,20,Non-binary,Nursing,Freshman,No,Yes,Spring 2023,Good Standing,High,Graduate
3292,31,Non-binary,Mechanical Engineering,Senior,No,No,Spring 2023,Probation,High,Enrolled
3293,31,Non-binary,Nursing,Sophomore,No,No,Fall 2022,Probation,High,Graduate
3294,21,Non-binary,Nursing,Senior,Yes,No,Spring 2024,Good Standing,Medium,Enrolled
3295,29,Female,Computer Science,Sophomore,No,Yes,Fall 2022,Good Standing,Low,Dropout
3296,34,Male,Business Administration,Freshman,Yes,Yes,Fall 2022,Good Standing,High,Graduate
3297,24,Non-binary,Architecture,Junior,No,No,Spring 2023,Warning,Medium,Graduate
3298,26,Non-binary,Biology,Freshman,Yes,Yes,Fall 2022,Good Standing,Low,Dropout
3299,20,Female,Computer Science,Junior,No,No,Fall 2023,Good Standing,Medium,Enrolled
3300,30,Non-binary,Biology,Junior,No,No,Spring 2023,Good Standing,Medium,Dropout
3301,32,Female,Education,Sophomore,No,Yes,Fall 2023,Good Standing,High,Graduate
3302,18,Male,Education,Senior,Yes,No,Spring 2023,Good Standing,Medium,Graduate
3303,23,Male,Mechanical Engineering,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Graduate
3304,19,Non-binary,Nursing,Freshman,Yes,Yes,Spring 2023,Good Standing,Medium,Graduate
3305,31,Non-binary,Psychology,Senior,No,No,Fall 2023,Good Standing,High,Dropout
3306,23,Non-binary,Psychology,Junior,No,No,Spring 2023,Good Standing,High,Dropout
3307,31,Female,Biology,Junior,No,Yes,Fall 2023,Good Standing,Medium,Graduate
3308,21,Non-binary,Nursing,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
3309,25,Non-binary,Biology,Senior,Yes,Yes,Fall 2022,Probation,Low,Enrolled
3310,20,Male,Computer Science,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
3311,31,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Good Standing,High,Graduate
3312,34,Male,Architecture,Sophomore,No,Yes,Fall 2022,Good Standing,Low,Enrolled
3313,25,Non-binary,Computer Science,Freshman,No,No,Spring 2024,Good Standing,High,Graduate
3314,31,Male,Nursing,Senior,No,No,Fall 2023,Good Standing,Medium,Graduate
3315,23,Non-binary,Nursing,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Dropout
3316,33,Male,Business Administration,Senior,No,No,Spring 2024,Good Standing,High,Graduate
3317,31,Female,Biology,Junior,No,Yes,Fall 2023,Probation,High,Graduate
3318,20,Male,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
3319,27,Male,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate
3320,26,Male,Business Administration,Junior,No,No,Fall 2022,Probation,Medium,Enrolled
3321,30,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate
3322,24,Non-binary,Psychology,Junior,No,Yes,Fall 2023,Good Standing,Low,Dropout
3323,31,Non-binary,Mechanical Engineering,Sophomore,No,No,Spring 2024,Good Standing,Medium,Graduate
3324,26,Female,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate
3325,32,Female,Mechanical Engineering,Freshman,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
3326,31,Male,Psychology,Junior,No,No,Fall 2022,Warning,High,Dropout
3327,23,Female,Biology,Sophomore,No,No,Spring 2023,Good Standing,High,Graduate
3328,21,Male,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Medium,Enrolled
3329,25,Male,Education,Sophomore,Yes,No,Spring 2023,Good Standing,Medium,Graduate
3330,34,Male,Psychology,Senior,No,No,Fall 2022,Good Standing,Low,Dropout
3331,26,Female,Business Administration,Senior,No,Yes,Fall 2023,Probation,High,Graduate
3332,18,Non-binary,Computer Science,Freshman,No,No,Spring 2023,Good Standing,High,Enrolled
3333,31,Female,Business Administration,Junior,No,Yes,Fall 2023,Probation,High,Graduate
3334,28,Male,Computer Science,Freshman,No,No,Spring 2023,Good Standing,High,Graduate
3335,20,Male,Architecture,Freshman,Yes,No,Spring 2024,Probation,Medium,Dropout
3336,26,Female,Business Administration,Freshman,No,No,Spring 2023,Good Standing,Low,Dropout
3337,31,Male,Education,Senior,No,No,Spring 2023,Probation,Medium,Graduate
3338,26,Male,Computer Science,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Graduate
3339,21,Female,Computer Science,Senior,No,No,Spring 2024,Good Standing,Medium,Enrolled
3340,21,Female,Nursing,Junior,No,No,Fall 2023,Good Standing,High,Graduate
3341,25,Female,Computer Science,Senior,Yes,No,Spring 2024,Good Standing,Low,Enrolled
3342,19,Male,Computer Science,Senior,No,No,Spring 2023,Probation,Medium,Enrolled
3343,26,Male,Nursing,Sophomore,No,No,Fall 2022,Good Standing,High,Graduate
3344,31,Non-binary,Mechanical Engineering,Freshman,No,No,Spring 2024,Probation,Medium,Enrolled
3345,26,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Graduate
3346,33,Female,Nursing,Freshman,No,Yes,Spring 2024,Good Standing,High,Graduate
3347,34,Non-binary,Psychology,Freshman,No,No,Spring 2024,Probation,High,Graduate
3348,33,Male,Architecture,Sophomore,No,No,Spring 2023,Good Standing,Medium,Dropout
3349,29,Non-binary,Computer Science,Sophomore,No,No,Fall 2023,Good Standing,High,Graduate
3350,20,Male,Computer Science,Sophomore,No,Yes,Fall 2023,Warning,High,Graduate
3351,28,Female,Nursing,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Graduate
3352,31,Female,Nursing,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
3353,22,Male,Psychology,Senior,No,No,Fall 2023,Good Standing,Medium,Dropout
3354,33,Non-binary,Education,Junior,No,No,Fall 2023,Probation,Low,Dropout
3355,22,Female,Mechanical Engineering,Sophomore,No,Yes,Fall 2023,Warning,Medium,Graduate
3356,20,Female,Business Administration,Senior,Yes,Yes,Spring 2023,Warning,Medium,Graduate
3357,29,Non-binary,Education,Sophomore,Yes,No,Fall 2022,Good Standing,Low,Dropout
3358,18,Non-binary,Biology,Freshman,Yes,Yes,Fall 2022,Good Standing,Medium,Enrolled
3359,26,Male,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,High,Enrolled
3360,26,Non-binary,Computer Science,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate
3361,21,Non-binary,Biology,Senior,Yes,Yes,Fall 2022,Good Standing,Medium,Enrolled
3362,20,Non-binary,Education,Senior,No,Yes,Fall 2023,Good Standing,Medium,Enrolled
3363,34,Male,Nursing,Freshman,No,Yes,Fall 2023,Probation,Low,Enrolled
3364,19,Male,Psychology,Freshman,Yes,No,Spring 2024,Probation,Medium,Graduate
3365,18,Female,Mechanical Engineering,Junior,No,Yes,Fall 2023,Good Standing,Low,Enrolled
3366,25,Male,Psychology,Senior,No,Yes,Spring 2023,Warning,High,Graduate
3367,30,Female,Biology,Junior,No,No,Spring 2024,Warning,Medium,Dropout
3368,32,Non-binary,Mechanical Engineering,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Dropout
3369,25,Female,Architecture,Junior,No,No,Spring 2024,Good Standing,High,Graduate
3370,29,Female,Architecture,Sophomore,No,Yes,Spring 2024,Good Standing,High,Dropout
3371,29,Non-binary,Education,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
3372,31,Female,Computer Science,Junior,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
3373,32,Male,Architecture,Senior,No,Yes,Fall 2023,Good Standing,High,Dropout
3374,32,Male,Architecture,Sophomore,No,No,Fall 2022,Probation,Medium,Graduate
3375,26,Male,Business Administration,Senior,No,Yes,Fall 2023,Good Standing,High,Graduate
3376,25,Male,Psychology,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate
3377,23,Female,Psychology,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Enrolled
3378,21,Female,Architecture,Freshman,No,No,Fall 2022,Good Standing,High,Enrolled
3379,24,Non-binary,Business Administration,Junior,No,No,Fall 2022,Good Standing,High,Dropout
3380,21,Female,Psychology,Senior,No,Yes,Spring 2023,Good Standing,Medium,Graduate
3381,29,Female,Psychology,Junior,No,Yes,Fall 2023,Warning,Medium,Graduate
3382,30,Female,Mechanical Engineering,Sophomore,No,No,Spring 2024,Good Standing,High,Graduate
3383,20,Non-binary,Mechanical Engineering,Freshman,No,No,Fall 2022,Probation,Medium,Graduate
3384,29,Male,Business Administration,Sophomore,No,Yes,Fall 2023,Good Standing,Low,Enrolled
3385,19,Female,Biology,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate
3386,19,Non-binary,Computer Science,Senior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
3387,26,Non-binary,Education,Senior,No,Yes,Spring 2023,Good Standing,Medium,Dropout
3388,18,Non-binary,Architecture,Sophomore,No,No,Spring 2023,Probation,Medium,Dropout
3389,25,Male,Architecture,Sophomore,No,No,Spring 2023,Good Standing,High,Enrolled
3390,23,Female,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
3391,23,Non-binary,Architecture,Junior,No,Yes,Spring 2024,Good Standing,Low,Dropout
3392,34,Male,Architecture,Sophomore,No,Yes,Fall 2022,Good Standing,High,Enrolled
3393,29,Non-binary,Biology,Freshman,No,No,Fall 2023,Good Standing,Medium,Enrolled
3394,23,Non-binary,Psychology,Sophomore,No,Yes,Spring 2023,Good Standing,High,Dropout
3395,25,Non-binary,Computer Science,Senior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
3396,27,Non-binary,Architecture,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Dropout
3397,18,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Probation,Medium,Enrolled
3398,30,Male,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Dropout
3399,34,Female,Architecture,Junior,No,Yes,Fall 2023,Good Standing,High,Graduate
3400,20,Female,Business Administration,Senior,No,No,Fall 2022,Good Standing,Medium,Dropout
3401,25,Female,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate
3402,31,Female,Psychology,Freshman,No,Yes,Fall 2022,Good Standing,High,Graduate
3403,20,Male,Nursing,Junior,No,No,Fall 2022,Good Standing,Low,Dropout
3404,33,Male,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,High,Graduate
3405,30,Male,Business Administration,Junior,No,No,Fall 2023,Good Standing,Medium,Enrolled
3406,34,Non-binary,Biology,Sophomore,Yes,No,Fall 2023,Good Standing,Medium,Dropout
3407,30,Non-binary,Psychology,Junior,No,Yes,Spring 2024,Good Standing,Medium,Graduate
3408,23,Non-binary,Computer Science,Freshman,No,Yes,Spring 2023,Good Standing,High,Graduate
3409,34,Female,Biology,Senior,Yes,No,Fall 2023,Probation,Medium,Graduate
3410,31,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,High,Graduate
3411,34,Female,Education,Senior,No,No,Fall 2023,Good Standing,Medium,Enrolled
3412,25,Non-binary,Architecture,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
3413,28,Female,Computer Science,Junior,No,Yes,Spring 2024,Good Standing,Medium,Graduate
3414,18,Non-binary,Business Administration,Senior,No,Yes,Fall 2022,Good Standing,Low,Dropout
3415,24,Non-binary,Architecture,Senior,No,Yes,Spring 2024,Probation,Low,Dropout
3416,34,Male,Business Administration,Senior,Yes,No,Fall 2023,Probation,Medium,Graduate
3417,27,Non-binary,Computer Science,Sophomore,No,No,Fall 2022,Good Standing,Medium,Enrolled
3418,28,Non-binary,Business Administration,Freshman,Yes,Yes,Fall 2022,Good Standing,High,Graduate
3419,26,Male,Biology,Freshman,No,Yes,Fall 2023,Good Standing,Low,Enrolled
3420,26,Female,Psychology,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
3421,22,Male,Business Administration,Freshman,No,Yes,Spring 2023,Warning,High,Graduate
3422,34,Male,Mechanical Engineering,Freshman,No,No,Fall 2023,Probation,Medium,Enrolled
3423,26,Female,Psychology,Sophomore,No,No,Fall 2023,Good Standing,Low,Dropout
3424,34,Non-binary,Biology,Junior,No,No,Fall 2023,Good Standing,High,Dropout
3425,24,Female,Architecture,Sophomore,No,No,Fall 2022,Good Standing,Medium,Graduate
3426,26,Non-binary,Nursing,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate
3427,24,Non-binary,Architecture,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Graduate
3428,30,Female,Business Administration,Freshman,No,No,Fall 2023,Good Standing,High,Enrolled
3429,28,Male,Business Administration,Sophomore,No,Yes,Spring 2023,Good Standing,High,Enrolled
3430,31,Female,Mechanical Engineering,Freshman,No,Yes,Fall 2023,Good Standing,High,Graduate
3431,28,Non-binary,Biology,Sophomore,No,No,Fall 2022,Good Standing,Low,Dropout
3432,30,Female,Mechanical Engineering,Freshman,No,Yes,Fall 2022,Probation,Medium,Dropout
3433,31,Female,Education,Senior,No,Yes,Fall 2023,Probation,Medium,Graduate
3434,30,Non-binary,Biology,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
3435,18,Male,Computer Science,Sophomore,Yes,Yes,Fall 2022,Good Standing,High,Graduate
3436,25,Female,Computer Science,Senior,No,No,Fall 2023,Good Standing,Low,Dropout
3437,29,Non-binary,Computer Science,Sophomore,No,Yes,Spring 2024,Warning,Low,Dropout
3438,29,Non-binary,Mechanical Engineering,Senior,Yes,No,Fall 2023,Good Standing,Medium,Dropout
3439,25,Female,Computer Science,Junior,No,No,Fall 2023,Probation,Medium,Enrolled
3440,25,Male,Biology,Junior,No,No,Spring 2023,Good Standing,Medium,Enrolled
3441,30,Female,Computer Science,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate
3442,29,Male,Nursing,Sophomore,No,No,Spring 2024,Good Standing,High,Dropout
3443,33,Male,Computer Science,Sophomore,No,Yes,Fall 2023,Good Standing,Medium,Dropout
3444,18,Male,Business Administration,Senior,No,No,Spring 2024,Good Standing,Low,Enrolled
3445,30,Male,Education,Senior,Yes,No,Fall 2022,Good Standing,High,Graduate
3446,24,Female,Mechanical Engineering,Senior,No,No,Fall 2023,Probation,Medium,Enrolled
3447,22,Non-binary,Psychology,Senior,Yes,No,Spring 2023,Good Standing,High,Graduate
3448,25,Non-binary,Education,Freshman,No,Yes,Fall 2023,Good Standing,High,Graduate
3449,31,Non-binary,Nursing,Junior,No,No,Spring 2024,Good Standing,Medium,Dropout
3450,30,Non-binary,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Good Standing,High,Graduate
3451,32,Non-binary,Biology,Freshman,No,Yes,Spring 2023,Good Standing,Low,Dropout
3452,34,Non-binary,Architecture,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
3453,32,Female,Mechanical Engineering,Freshman,No,No,Fall 2023,Warning,High,Graduate
3454,19,Male,Business Administration,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate
3455,21,Non-binary,Biology,Freshman,No,No,Fall 2023,Probation,Medium,Graduate
3456,18,Female,Education,Senior,No,No,Fall 2023,Good Standing,High,Graduate
3457,21,Non-binary,Education,Sophomore,No,Yes,Spring 2024,Probation,Medium,Graduate
3458,22,Non-binary,Computer Science,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate
3459,32,Male,Biology,Sophomore,No,No,Fall 2022,Good Standing,High,Graduate
3460,25,Male,Architecture,Senior,Yes,No,Spring 2023,Good Standing,Low,Dropout
3461,34,Male,Business Administration,Senior,No,No,Fall 2022,Probation,High,Dropout
3462,18,Non-binary,Computer Science,Sophomore,No,No,Spring 2023,Good Standing,High,Enrolled
3463,29,Non-binary,Computer Science,Junior,No,No,Fall 2023,Warning,Medium,Enrolled
3464,32,Non-binary,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,High,Enrolled
3465,26,Male,Mechanical Engineering,Senior,No,No,Spring 2024,Good Standing,Medium,Enrolled
3466,24,Female,Education,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate
3467,19,Non-binary,Computer Science,Freshman,No,Yes,Fall 2022,Good Standing,High,Graduate
3468,26,Non-binary,Nursing,Junior,No,No,Spring 2024,Probation,Low,Dropout
3469,27,Non-binary,Nursing,Junior,No,Yes,Spring 2023,Good Standing,Medium,Graduate
3470,19,Female,Education,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
3471,28,Non-binary,Nursing,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate
3472,30,Female,Architecture,Junior,No,No,Spring 2024,Good Standing,High,Dropout
3473,27,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2022,Good Standing,Medium,Enrolled
3474,31,Female,Business Administration,Senior,Yes,Yes,Fall 2022,Good Standing,Low,Enrolled
3475,26,Non-binary,Psychology,Senior,No,Yes,Spring 2023,Good Standing,High,Dropout
3476,24,Male,Computer Science,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Graduate
3477,20,Male,Psychology,Sophomore,Yes,Yes,Fall 2022,Good Standing,Medium,Dropout
3478,23,Male,Business Administration,Senior,Yes,No,Fall 2022,Good Standing,Medium,Enrolled
3479,19,Male,Business Administration,Sophomore,No,Yes,Fall 2022,Good Standing,Medium,Dropout
3480,23,Non-binary,Architecture,Sophomore,No,Yes,Fall 2023,Probation,High,Graduate
3481,20,Male,Mechanical Engineering,Junior,No,No,Spring 2024,Probation,High,Graduate
3482,33,Female,Nursing,Senior,No,No,Spring 2024,Probation,High,Graduate
3483,25,Male,Nursing,Senior,No,Yes,Fall 2023,Warning,Medium,Enrolled
3484,19,Male,Architecture,Senior,No,Yes,Fall 2022,Good Standing,High,Graduate
3485,34,Male,Business Administration,Sophomore,No,Yes,Spring 2024,Good Standing,Low,Dropout
3486,26,Non-binary,Mechanical Engineering,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate
3487,29,Male,Mechanical Engineering,Sophomore,No,Yes,Spring 2024,Good Standing,High,Enrolled
3488,20,Female,Education,Senior,Yes,No,Spring 2023,Good Standing,Medium,Dropout
3489,28,Male,Biology,Senior,No,No,Fall 2023,Probation,Medium,Dropout
3490,18,Male,Computer Science,Senior,No,No,Spring 2023,Good Standing,High,Graduate
3491,30,Male,Architecture,Sophomore,No,Yes,Spring 2023,Good Standing,High,Enrolled
3492,32,Female,Biology,Senior,No,No,Fall 2023,Good Standing,High,Dropout
3493,22,Male,Architecture,Junior,No,No,Spring 2024,Good Standing,High,Dropout
3494,34,Female,Nursing,Senior,No,Yes,Spring 2023,Good Standing,Low,Enrolled
3495,23,Female,Business Administration,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate
3496,28,Male,Architecture,Junior,Yes,No,Spring 2023,Good Standing,Low,Dropout
3497,21,Female,Architecture,Senior,No,Yes,Spring 2024,Probation,Medium,Graduate
3498,20,Non-binary,Education,Junior,No,No,Fall 2022,Warning,High,Dropout
3499,30,Male,Psychology,Senior,No,No,Fall 2022,Good Standing,Low,Enrolled
3500,26,Male,Nursing,Freshman,No,No,Fall 2022,Good Standing,High,Enrolled
3501,23,Female,Computer Science,Senior,No,No,Fall 2023,Good Standing,High,Enrolled
3502,29,Female,Mechanical Engineering,Junior,No,No,Fall 2022,Good Standing,Medium,Graduate
3503,19,Male,Business Administration,Freshman,No,Yes,Spring 2023,Good Standing,Medium,Graduate
3504,20,Non-binary,Nursing,Sophomore,Yes,Yes,Spring 2024,Probation,Medium,Graduate
3505,20,Female,Psychology,Freshman,Yes,No,Spring 2024,Good Standing,Medium,Enrolled
3506,29,Female,Architecture,Freshman,No,No,Spring 2024,Good Standing,Low,Enrolled
3507,32,Non-binary,Computer Science,Freshman,No,No,Spring 2024,Good Standing,Medium,Enrolled
3508,26,Non-binary,Architecture,Junior,No,No,Spring 2023,Good Standing,Medium,Graduate
3509,25,Male,Computer Science,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Enrolled
3510,28,Non-binary,Education,Senior,No,Yes,Spring 2023,Good Standing,Medium,Enrolled
3511,33,Male,Architecture,Freshman,No,Yes,Spring 2023,Good Standing,High,Graduate
3512,21,Non-binary,Nursing,Freshman,No,Yes,Spring 2024,Good Standing,Low,Dropout
3513,18,Female,Psychology,Senior,No,No,Spring 2024,Warning,Medium,Dropout
3514,24,Male,Computer Science,Senior,No,No,Spring 2024,Probation,Medium,Dropout
3515,19,Male,Business Administration,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled
3516,22,Male,Computer Science,Freshman,No,No,Fall 2023,Good Standing,Low,Dropout
3517,24,Non-binary,Psychology,Junior,No,Yes,Spring 2023,Good Standing,High,Dropout
3518,21,Female,Mechanical Engineering,Freshman,Yes,Yes,Fall 2023,Good Standing,High,Graduate
3519,22,Male,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Probation,Medium,Graduate
3520,18,Male,Education,Senior,No,No,Spring 2023,Good Standing,Low,Dropout
3521,18,Male,Nursing,Sophomore,No,No,Spring 2024,Good Standing,Medium,Dropout
3522,32,Male,Psychology,Freshman,No,No,Fall 2023,Good Standing,Medium,Enrolled
3523,27,Female,Education,Junior,No,No,Fall 2023,Probation,Medium,Dropout
3524,20,Non-binary,Biology,Freshman,No,Yes,Spring 2023,Probation,High,Dropout
3525,28,Female,Computer Science,Junior,No,Yes,Spring 2023,Good Standing,Low,Dropout
3526,32,Male,Biology,Senior,No,No,Spring 2023,Good Standing,Medium,Graduate
3527,28,Female,Computer Science,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Enrolled
3528,34,Male,Mechanical Engineering,Freshman,No,No,Fall 2022,Good Standing,Medium,Graduate
3529,34,Non-binary,Education,Sophomore,No,No,Fall 2022,Good Standing,Low,Dropout
3530,23,Non-binary,Mechanical Engineering,Freshman,No,Yes,Spring 2024,Probation,Medium,Graduate
3531,22,Non-binary,Business Administration,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate
3532,25,Male,Biology,Sophomore,Yes,No,Fall 2023,Probation,Low,Enrolled
3533,19,Female,Biology,Freshman,No,No,Spring 2024,Warning,Medium,Enrolled
